url,product_name,last_price,last_check
https://www.meritocomercial.com.br/bomba-multiestagio-jacuzzi-3ma3-t-3cv-trifasico-220v380-93100923-20400060023-p1025332,Bomba Multiestagio Jacuzzi 3Ma3 T 3Cv Trifasico 220V380 93100923 20400060023 P1025332,4355.75,2025-03-06 09:41:30
